"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","nlogq","attr","conv_GR"
"GO:0048705","BP","GO:0048705","Skeletal system morphogenesis","88/2741","234/20772",2.92250514459673e-21,6.65078670763227e-19,4.43209990725684e-19,"ENSG00000173917/ENSG00000105880/ENSG00000168542/ENSG00000105991/ENSG00000176692/ENSG00000182742/ENSG00000106483/ENSG00000120093/ENSG00000137203/ENSG00000116183/ENSG00000120149/ENSG00000043039/ENSG00000111341/ENSG00000115844/ENSG00000150347/ENSG00000105997/ENSG00000137745/ENSG00000116132/ENSG00000054598/ENSG00000166923/ENSG00000273706/ENSG00000077092/ENSG00000143867/ENSG00000168487/ENSG00000119699/ENSG00000108821/ENSG00000183691/ENSG00000154764/ENSG00000003137/ENSG00000060718/ENSG00000118523/ENSG00000139219/ENSG00000109705/ENSG00000134853/ENSG00000110693/ENSG00000169231/ENSG00000125378/ENSG00000087245/ENSG00000052850/ENSG00000138829/ENSG00000138696/ENSG00000124813/ENSG00000158955/ENSG00000148516/ENSG00000081189/ENSG00000182197/ENSG00000163659/ENSG00000147408/ENSG00000112964/ENSG00000169884/ENSG00000134532/ENSG00000204217/ENSG00000168056/ENSG00000163132/ENSG00000144655/ENSG00000181652/ENSG00000157227/ENSG00000184058/ENSG00000122691/ENSG00000125398/ENSG00000166949/ENSG00000104313/ENSG00000164161/ENSG00000162510/ENSG00000070614/ENSG00000152582/ENSG00000176842/ENSG00000106799/ENSG00000101144/ENSG00000121039/ENSG00000168283/ENSG00000163513/ENSG00000126778/ENSG00000104331/ENSG00000156427/ENSG00000125629/ENSG00000182704/ENSG00000162496/ENSG00000131759/ENSG00000260428/ENSG00000164442/ENSG00000165458/ENSG00000196739/ENSG00000008710/ENSG00000166886/ENSG00000166224/ENSG00000106571/ENSG00000105429",88,18.3533904584147,"Up",0.032105071141919
"GO:0032970","BP","GO:0032970","Regulation of actin filament-based process","126/2741","415/20772",2.48231562029807e-20,5.45424659742735e-18,3.63472276307892e-18,"ENSG00000107796/ENSG00000111348/ENSG00000259207/ENSG00000165694/ENSG00000078401/ENSG00000132854/ENSG00000198523/ENSG00000182578/ENSG00000085741/ENSG00000136574/ENSG00000119699/ENSG00000139926/ENSG00000105974/ENSG00000113448/ENSG00000118523/ENSG00000144339/ENSG00000207611/ENSG00000123700/ENSG00000163431/ENSG00000134853/ENSG00000171992/ENSG00000171522/ENSG00000117707/ENSG00000111859/ENSG00000164741/ENSG00000115008/ENSG00000149564/ENSG00000140416/ENSG00000120899/ENSG00000145675/ENSG00000183853/ENSG00000155366/ENSG00000113721/ENSG00000145147/ENSG00000197321/ENSG00000114854/ENSG00000145349/ENSG00000105976/ENSG00000134755/ENSG00000197747/ENSG00000100345/ENSG00000006210/ENSG00000166949/ENSG00000112902/ENSG00000044524/ENSG00000137877/ENSG00000172403/ENSG00000148180/ENSG00000185652/ENSG00000184349/ENSG00000151491/ENSG00000146122/ENSG00000064042/ENSG00000162552/ENSG00000162643/ENSG00000075275/ENSG00000151239/ENSG00000198121/ENSG00000205542/ENSG00000106799/ENSG00000103187/ENSG00000119185/ENSG00000107140/ENSG00000034510/ENSG00000185345/ENSG00000170873/ENSG00000134250/ENSG00000151067/ENSG00000096696/ENSG00000254585/ENSG00000165410/ENSG00000171132/ENSG00000145730/ENSG00000124145/ENSG00000179820/ENSG00000158856/ENSG00000163485/ENSG00000140538/ENSG00000084112/ENSG00000143322/ENSG00000099250/ENSG00000167657/ENSG00000175866/ENSG00000137710/ENSG00000267795/ENSG00000125868/ENSG00000196776/ENSG00000120860/ENSG00000173801/ENSG00000009694/ENSG00000184009/ENSG00000144824/ENSG00000121879/ENSG00000079337/ENSG00000170776/ENSG00000123384/ENSG00000156232/ENSG00000162704/ENSG00000006747/ENSG00000130787/ENSG00000137478/ENSG00000127914/ENSG00000070831/ENSG00000050405/ENSG00000066032/ENSG00000196924/ENSG00000085733/ENSG00000100106/ENSG00000090020/ENSG00000197694/ENSG00000141298/ENSG00000130529/ENSG00000164251/ENSG00000054148/ENSG00000089159/ENSG00000057294/ENSG00000077264/ENSG00000090924/ENSG00000110492/ENSG00000163466/ENSG00000151422/ENSG00000164327/ENSG00000134318/ENSG00000103647/ENSG00000107562/ENSG00000180370",126,17.4395287091672,"Up",0.0459686245895659
"GO:0016055","BP","GO:0016055","Wnt signaling pathway","140/2741","485/20772",3.13668390080169e-20,6.66231660530279e-18,4.43978345818738e-18,"ENSG00000105880/ENSG00000115596/ENSG00000135925/ENSG00000112837/ENSG00000106483/ENSG00000139292/ENSG00000016082/ENSG00000116035/ENSG00000107485/ENSG00000198796/ENSG00000155011/ENSG00000116729/ENSG00000169554/ENSG00000078401/ENSG00000019549/ENSG00000176678/ENSG00000166923/ENSG00000085741/ENSG00000138795/ENSG00000183779/ENSG00000107984/ENSG00000188064/ENSG00000102678/ENSG00000136155/ENSG00000157240/ENSG00000183072/ENSG00000108821/ENSG00000183691/ENSG00000154764/ENSG00000105974/ENSG00000109472/ENSG00000170558/ENSG00000064195/ENSG00000111186/ENSG00000002745/ENSG00000163637/ENSG00000146648/ENSG00000171243/ENSG00000171016/ENSG00000143816/ENSG00000137573/ENSG00000183098/ENSG00000118503/ENSG00000167874/ENSG00000134245/ENSG00000146374/ENSG00000050165/ENSG00000140682/ENSG00000125845/ENSG00000020181/ENSG00000158955/ENSG00000182197/ENSG00000196562/ENSG00000153071/ENSG00000169884/ENSG00000122870/ENSG00000005884/ENSG00000125398/ENSG00000163346/ENSG00000012822/ENSG00000166949/ENSG00000106829/ENSG00000164930/ENSG00000112902/ENSG00000187098/ENSG00000197380/ENSG00000110092/ENSG00000146122/ENSG00000144642/ENSG00000162552/ENSG00000133794/ENSG00000146038/ENSG00000075275/ENSG00000154856/ENSG00000138798/ENSG00000114251/ENSG00000115266/ENSG00000120738/ENSG00000180340/ENSG00000168772/ENSG00000114019/ENSG00000185345/ENSG00000095739/ENSG00000105329/ENSG00000018408/ENSG00000131650/ENSG00000180730/ENSG00000213977/ENSG00000109320/ENSG00000113971/ENSG00000167657/ENSG00000170242/ENSG00000174804/ENSG00000133067/ENSG00000187123/ENSG00000173801/ENSG00000183762/ENSG00000112655/ENSG00000114030/ENSG00000119048/ENSG00000134569/ENSG00000198873/ENSG00000165617/ENSG00000006118/ENSG00000182704/ENSG00000185269/ENSG00000116962/ENSG00000127603/ENSG00000185883/ENSG00000123384/ENSG00000159461/ENSG00000135272/ENSG00000205269/ENSG00000169118/ENSG00000144560/ENSG00000070831/ENSG00000181788/ENSG00000177283/ENSG00000186854/ENSG00000130529/ENSG00000108854/ENSG00000008710/ENSG00000109083/ENSG00000110492/ENSG00000115457/ENSG00000136826/ENSG00000161202/ENSG00000169862/ENSG00000136021/ENSG00000060656/ENSG00000147257/ENSG00000134046/ENSG00000166025/ENSG00000069329/ENSG00000139174/ENSG00000123349/ENSG00000166333/ENSG00000126391/ENSG00000106571/ENSG00000100592",140,17.3526382112385,"Up",0.0510762495439621
"GO:0007409","BP","GO:0007409","Axonogenesis","134/2741","456/20772",3.72269730252997e-20,7.47321038502729e-18,4.98016498053988e-18,"ENSG00000105880/ENSG00000134115/ENSG00000148704/ENSG00000189056/ENSG00000075223/ENSG00000184564/ENSG00000007372/ENSG00000016082/ENSG00000116035/ENSG00000149972/ENSG00000176165/ENSG00000115414/ENSG00000107485/ENSG00000106689/ENSG00000168621/ENSG00000134259/ENSG00000078401/ENSG00000182578/ENSG00000153993/ENSG00000273706/ENSG00000182168/ENSG00000075891/ENSG00000125848/ENSG00000183691/ENSG00000154764/ENSG00000108231/ENSG00000170558/ENSG00000173482/ENSG00000166963/ENSG00000140937/ENSG00000065320/ENSG00000129116/ENSG00000169242/ENSG00000184347/ENSG00000144619/ENSG00000182580/ENSG00000078018/ENSG00000125266/ENSG00000076356/ENSG00000127129/ENSG00000138696/ENSG00000143320/ENSG00000143869/ENSG00000185070/ENSG00000122877/ENSG00000182197/ENSG00000130827/ENSG00000145147/ENSG00000038382/ENSG00000204217/ENSG00000171533/ENSG00000187323/ENSG00000214960/ENSG00000118257/ENSG00000198400/ENSG00000162614/ENSG00000118785/ENSG00000116106/ENSG00000258947/ENSG00000170017/ENSG00000012171/ENSG00000112902/ENSG00000171587/ENSG00000044524/ENSG00000021645/ENSG00000105290/ENSG00000184349/ENSG00000176697/ENSG00000150093/ENSG00000133216/ENSG00000090776/ENSG00000160145/ENSG00000091129/ENSG00000149294/ENSG00000004399/ENSG00000148053/ENSG00000114251/ENSG00000115232/ENSG00000144857/ENSG00000127870/ENSG00000101144/ENSG00000140443/ENSG00000108797/ENSG00000196576/ENSG00000157851/ENSG00000136040/ENSG00000134250/ENSG00000131711/ENSG00000149633/ENSG00000197381/ENSG00000073921/ENSG00000103260/ENSG00000085433/ENSG00000198910/ENSG00000117298/ENSG00000162631/ENSG00000084234/ENSG00000099250/ENSG00000175866/ENSG00000083290/ENSG00000198753/ENSG00000165801/ENSG00000136603/ENSG00000133067/ENSG00000185008/ENSG00000134569/ENSG00000187164/ENSG00000172037/ENSG00000182704/ENSG00000094631/ENSG00000186908/ENSG00000100503/ENSG00000221866/ENSG00000127603/ENSG00000105245/ENSG00000136830/ENSG00000148948/ENSG00000135622/ENSG00000066032/ENSG00000085733/ENSG00000177169/ENSG00000066084/ENSG00000198198/ENSG00000116641/ENSG00000077264/ENSG00000170759/ENSG00000107562/ENSG00000203879/ENSG00000075213/ENSG00000139174/ENSG00000080371/ENSG00000180370/ENSG00000106571/ENSG00000105429",134,17.3027562699007,"Up",0.0488872674206494
"GO:0048562","BP","GO:0048562","Embryonic organ morphogenesis","104/2741","313/20772",3.75302467546882e-20,7.47321038502729e-18,4.98016498053988e-18,"ENSG00000173917/ENSG00000121068/ENSG00000105880/ENSG00000197614/ENSG00000105991/ENSG00000176692/ENSG00000182742/ENSG00000184564/ENSG00000112837/ENSG00000007372/ENSG00000077943/ENSG00000120093/ENSG00000137203/ENSG00000116035/ENSG00000176165/ENSG00000107485/ENSG00000113196/ENSG00000115844/ENSG00000105997/ENSG00000078401/ENSG00000116132/ENSG00000164107/ENSG00000006377/ENSG00000135111/ENSG00000166147/ENSG00000164532/ENSG00000273706/ENSG00000077092/ENSG00000121742/ENSG00000133816/ENSG00000085741/ENSG00000143867/ENSG00000179348/ENSG00000075891/ENSG00000136574/ENSG00000119699/ENSG00000102678/ENSG00000183072/ENSG00000138083/ENSG00000183691/ENSG00000060718/ENSG00000139219/ENSG00000178919/ENSG00000109705/ENSG00000065320/ENSG00000134853/ENSG00000002745/ENSG00000169242/ENSG00000117707/ENSG00000125378/ENSG00000052850/ENSG00000179981/ENSG00000138829/ENSG00000204103/ENSG00000124813/ENSG00000158955/ENSG00000148516/ENSG00000081189/ENSG00000163646/ENSG00000142627/ENSG00000100628/ENSG00000137273/ENSG00000163132/ENSG00000157227/ENSG00000184058/ENSG00000122691/ENSG00000125398/ENSG00000166949/ENSG00000164930/ENSG00000104313/ENSG00000139263/ENSG00000180176/ENSG00000163093/ENSG00000133216/ENSG00000070614/ENSG00000176842/ENSG00000106799/ENSG00000114251/ENSG00000180340/ENSG00000101144/ENSG00000121039/ENSG00000115380/ENSG00000134250/ENSG00000168283/ENSG00000113971/ENSG00000163513/ENSG00000148204/ENSG00000126778/ENSG00000064393/ENSG00000114315/ENSG00000095397/ENSG00000112655/ENSG00000125629/ENSG00000100644/ENSG00000164442/ENSG00000168014/ENSG00000100106/ENSG00000107882/ENSG00000196586/ENSG00000129749/ENSG00000198707/ENSG00000112320/ENSG00000106571/ENSG00000105429",104,17.3027562699007,"Up",0.0379423568040861
"GO:0003151","BP","GO:0003151","Outflow tract morphogenesis","46/2741","82/20772",4.31749712823412e-20,8.33669445488116e-18,5.55559279594783e-18,"ENSG00000121068/ENSG00000092969/ENSG00000075223/ENSG00000176692/ENSG00000141448/ENSG00000016082/ENSG00000120149/ENSG00000078401/ENSG00000164107/ENSG00000135111/ENSG00000054598/ENSG00000164532/ENSG00000085741/ENSG00000157240/ENSG00000183072/ENSG00000183691/ENSG00000164093/ENSG00000125378/ENSG00000177606/ENSG00000197702/ENSG00000081189/ENSG00000137834/ENSG00000081479/ENSG00000204217/ENSG00000118257/ENSG00000184058/ENSG00000122691/ENSG00000101384/ENSG00000104313/ENSG00000004399/ENSG00000114251/ENSG00000180340/ENSG00000101144/ENSG00000169946/ENSG00000163513/ENSG00000099250/ENSG00000126778/ENSG00000114315/ENSG00000185008/ENSG00000162496/ENSG00000100644/ENSG00000164442/ENSG00000179588/ENSG00000070831/ENSG00000139174/ENSG00000166333",46,17.2552695939196,"Up",0.0167821962787304
"GO:0198738","BP","GO:0198738","Cell-cell signaling by wnt","140/2741","487/20772",4.71490545729119e-20,8.83628752172337e-18,5.88852279093271e-18,"ENSG00000105880/ENSG00000115596/ENSG00000135925/ENSG00000112837/ENSG00000106483/ENSG00000139292/ENSG00000016082/ENSG00000116035/ENSG00000107485/ENSG00000198796/ENSG00000155011/ENSG00000116729/ENSG00000169554/ENSG00000078401/ENSG00000019549/ENSG00000176678/ENSG00000166923/ENSG00000085741/ENSG00000138795/ENSG00000183779/ENSG00000107984/ENSG00000188064/ENSG00000102678/ENSG00000136155/ENSG00000157240/ENSG00000183072/ENSG00000108821/ENSG00000183691/ENSG00000154764/ENSG00000105974/ENSG00000109472/ENSG00000170558/ENSG00000064195/ENSG00000111186/ENSG00000002745/ENSG00000163637/ENSG00000146648/ENSG00000171243/ENSG00000171016/ENSG00000143816/ENSG00000137573/ENSG00000183098/ENSG00000118503/ENSG00000167874/ENSG00000134245/ENSG00000146374/ENSG00000050165/ENSG00000140682/ENSG00000125845/ENSG00000020181/ENSG00000158955/ENSG00000182197/ENSG00000196562/ENSG00000153071/ENSG00000169884/ENSG00000122870/ENSG00000005884/ENSG00000125398/ENSG00000163346/ENSG00000012822/ENSG00000166949/ENSG00000106829/ENSG00000164930/ENSG00000112902/ENSG00000187098/ENSG00000197380/ENSG00000110092/ENSG00000146122/ENSG00000144642/ENSG00000162552/ENSG00000133794/ENSG00000146038/ENSG00000075275/ENSG00000154856/ENSG00000138798/ENSG00000114251/ENSG00000115266/ENSG00000120738/ENSG00000180340/ENSG00000168772/ENSG00000114019/ENSG00000185345/ENSG00000095739/ENSG00000105329/ENSG00000018408/ENSG00000131650/ENSG00000180730/ENSG00000213977/ENSG00000109320/ENSG00000113971/ENSG00000167657/ENSG00000170242/ENSG00000174804/ENSG00000133067/ENSG00000187123/ENSG00000173801/ENSG00000183762/ENSG00000112655/ENSG00000114030/ENSG00000119048/ENSG00000134569/ENSG00000198873/ENSG00000165617/ENSG00000006118/ENSG00000182704/ENSG00000185269/ENSG00000116962/ENSG00000127603/ENSG00000185883/ENSG00000123384/ENSG00000159461/ENSG00000135272/ENSG00000205269/ENSG00000169118/ENSG00000144560/ENSG00000070831/ENSG00000181788/ENSG00000177283/ENSG00000186854/ENSG00000130529/ENSG00000108854/ENSG00000008710/ENSG00000109083/ENSG00000110492/ENSG00000115457/ENSG00000136826/ENSG00000161202/ENSG00000169862/ENSG00000136021/ENSG00000060656/ENSG00000147257/ENSG00000134046/ENSG00000166025/ENSG00000069329/ENSG00000139174/ENSG00000123349/ENSG00000166333/ENSG00000126391/ENSG00000106571/ENSG00000100592",140,17.2299936397136,"Up",0.0510762495439621
"GO:0034329","BP","GO:0034329","Cell junction assembly","139/2741","483/20772",5.78701869976967e-20,1.05356809014092e-17,7.02100253680326e-18,"ENSG00000158258/ENSG00000184564/ENSG00000105370/ENSG00000065618/ENSG00000149972/ENSG00000102359/ENSG00000115414/ENSG00000113361/ENSG00000040731/ENSG00000259207/ENSG00000019549/ENSG00000101542/ENSG00000166923/ENSG00000121742/ENSG00000085741/ENSG00000163347/ENSG00000183779/ENSG00000112139/ENSG00000165376/ENSG00000140945/ENSG00000107984/ENSG00000171476/ENSG00000157240/ENSG00000125848/ENSG00000154764/ENSG00000105974/ENSG00000170558/ENSG00000132470/ENSG00000136114/ENSG00000124429/ENSG00000140937/ENSG00000065320/ENSG00000164741/ENSG00000137801/ENSG00000149564/ENSG00000182580/ENSG00000184845/ENSG00000134760/ENSG00000125266/ENSG00000173114/ENSG00000139211/ENSG00000118946/ENSG00000081189/ENSG00000185070/ENSG00000120899/ENSG00000164171/ENSG00000155366/ENSG00000142627/ENSG00000120324/ENSG00000113946/ENSG00000172260/ENSG00000197747/ENSG00000150394/ENSG00000157227/ENSG00000198400/ENSG00000146555/ENSG00000069188/ENSG00000166949/ENSG00000197479/ENSG00000171587/ENSG00000101665/ENSG00000044524/ENSG00000140557/ENSG00000165474/ENSG00000145335/ENSG00000184349/ENSG00000176697/ENSG00000064042/ENSG00000162552/ENSG00000133216/ENSG00000087085/ENSG00000178568/ENSG00000161638/ENSG00000169756/ENSG00000091129/ENSG00000189143/ENSG00000004399/ENSG00000108861/ENSG00000163110/ENSG00000148053/ENSG00000072110/ENSG00000084636/ENSG00000114251/ENSG00000180914/ENSG00000119185/ENSG00000108797/ENSG00000196576/ENSG00000164877/ENSG00000137076/ENSG00000129474/ENSG00000213937/ENSG00000120327/ENSG00000082397/ENSG00000131711/ENSG00000170324/ENSG00000196083/ENSG00000124145/ENSG00000112852/ENSG00000150471/ENSG00000158856/ENSG00000140538/ENSG00000062716/ENSG00000099250/ENSG00000167657/ENSG00000178209/ENSG00000126778/ENSG00000135862/ENSG00000188157/ENSG00000151914/ENSG00000153707/ENSG00000173801/ENSG00000185008/ENSG00000177839/ENSG00000134569/ENSG00000184009/ENSG00000144824/ENSG00000127603/ENSG00000139182/ENSG00000156232/ENSG00000171914/ENSG00000108684/ENSG00000070831/ENSG00000136279/ENSG00000085733/ENSG00000061337/ENSG00000154229/ENSG00000090020/ENSG00000101463/ENSG00000057294/ENSG00000151422/ENSG00000169862/ENSG00000149177/ENSG00000134318/ENSG00000103647/ENSG00000069329/ENSG00000137575/ENSG00000116473/ENSG00000071054/ENSG00000180370",139,17.1536008700476,"Up",0.0507114191900766
"GO:0007517","BP","GO:0007517","Muscle organ development","115/2741","367/20772",7.47708033322439e-20,1.32344321898072e-17,8.81945674392608e-18,"ENSG00000168542/ENSG00000069011/ENSG00000148677/ENSG00000148704/ENSG00000092969/ENSG00000176692/ENSG00000185551/ENSG00000017427/ENSG00000137809/ENSG00000016082/ENSG00000043039/ENSG00000167244/ENSG00000113196/ENSG00000150347/ENSG00000113083/ENSG00000172399/ENSG00000054598/ENSG00000164532/ENSG00000149596/ENSG00000105971/ENSG00000138795/ENSG00000149591/ENSG00000142700/ENSG00000113070/ENSG00000112183/ENSG00000157240/ENSG00000183072/ENSG00000127124/ENSG00000183691/ENSG00000159251/ENSG00000105974/ENSG00000102683/ENSG00000003137/ENSG00000060718/ENSG00000143632/ENSG00000128342/ENSG00000121577/ENSG00000109846/ENSG00000159388/ENSG00000102554/ENSG00000138379/ENSG00000159200/ENSG00000110693/ENSG00000117707/ENSG00000125378/ENSG00000160808/ENSG00000052850/ENSG00000157168/ENSG00000138435/ENSG00000205683/ENSG00000165887/ENSG00000140836/ENSG00000140416/ENSG00000125845/ENSG00000173706/ENSG00000081189/ENSG00000122877/ENSG00000150281/ENSG00000170345/ENSG00000197321/ENSG00000100628/ENSG00000169884/ENSG00000114854/ENSG00000081479/ENSG00000163132/ENSG00000003402/ENSG00000184058/ENSG00000122691/ENSG00000136068/ENSG00000166949/ENSG00000162772/ENSG00000063660/ENSG00000101665/ENSG00000107954/ENSG00000185022/ENSG00000133794/ENSG00000150093/ENSG00000198947/ENSG00000122756/ENSG00000048052/ENSG00000164916/ENSG00000135766/ENSG00000106799/ENSG00000114251/ENSG00000120738/ENSG00000180340/ENSG00000022267/ENSG00000108797/ENSG00000179388/ENSG00000172638/ENSG00000105329/ENSG00000096696/ENSG00000197381/ENSG00000165410/ENSG00000092841/ENSG00000065534/ENSG00000127418/ENSG00000130702/ENSG00000169946/ENSG00000178209/ENSG00000126778/ENSG00000135535/ENSG00000260428/ENSG00000136830/ENSG00000179627/ENSG00000164442/ENSG00000179588/ENSG00000139687/ENSG00000112276/ENSG00000057294/ENSG00000156858/ENSG00000138814/ENSG00000072840/ENSG00000064309/ENSG00000068305",115,17.0545581654783,"Up",0.041955490696826
"GO:0051146","BP","GO:0051146","Striated muscle cell differentiation","104/2741","318/20772",1.39906595343581e-19,2.40941844737649e-17,1.60564212124042e-17,"ENSG00000148677/ENSG00000112837/ENSG00000141448/ENSG00000017427/ENSG00000016082/ENSG00000148848/ENSG00000043039/ENSG00000167244/ENSG00000115461/ENSG00000143473/ENSG00000198796/ENSG00000172399/ENSG00000078401/ENSG00000154330/ENSG00000135111/ENSG00000166923/ENSG00000086991/ENSG00000077092/ENSG00000105971/ENSG00000128591/ENSG00000136574/ENSG00000107984/ENSG00000112183/ENSG00000171476/ENSG00000183072/ENSG00000159251/ENSG00000162909/ENSG00000180053/ENSG00000003137/ENSG00000143632/ENSG00000121577/ENSG00000170558/ENSG00000163431/ENSG00000102554/ENSG00000134853/ENSG00000159200/ENSG00000132510/ENSG00000110693/ENSG00000117707/ENSG00000125378/ENSG00000157168/ENSG00000183023/ENSG00000151320/ENSG00000142178/ENSG00000140416/ENSG00000125266/ENSG00000101335/ENSG00000125845/ENSG00000081189/ENSG00000113721/ENSG00000166106/ENSG00000100628/ENSG00000169884/ENSG00000114861/ENSG00000163132/ENSG00000110047/ENSG00000103335/ENSG00000003402/ENSG00000100345/ENSG00000157227/ENSG00000154736/ENSG00000184058/ENSG00000171345/ENSG00000115183/ENSG00000101096/ENSG00000170421/ENSG00000115641/ENSG00000160789/ENSG00000176697/ENSG00000150093/ENSG00000105223/ENSG00000130513/ENSG00000048052/ENSG00000134247/ENSG00000163110/ENSG00000108797/ENSG00000159176/ENSG00000105204/ENSG00000105329/ENSG00000165410/ENSG00000104936/ENSG00000078114/ENSG00000178209/ENSG00000126778/ENSG00000122367/ENSG00000134243/ENSG00000184009/ENSG00000131759/ENSG00000136830/ENSG00000148814/ENSG00000170776/ENSG00000139687/ENSG00000112276/ENSG00000123095/ENSG00000090020/ENSG00000008294/ENSG00000109083/ENSG00000138814/ENSG00000108946/ENSG00000024422/ENSG00000142208/ENSG00000064309/ENSG00000068305/ENSG00000139174",104,16.7943512474075,"Up",0.0379423568040861
"GO:0003279","BP","GO:0003279","Cardiac septum development","54/2741","111/20772",1.6183159629523e-19,2.71366034629791e-17,1.80838963837938e-17,"ENSG00000121068/ENSG00000092969/ENSG00000075223/ENSG00000141448/ENSG00000016082/ENSG00000120149/ENSG00000107485/ENSG00000113196/ENSG00000112175/ENSG00000135111/ENSG00000164532/ENSG00000085741/ENSG00000136574/ENSG00000157240/ENSG00000183072/ENSG00000183691/ENSG00000049192/ENSG00000117707/ENSG00000125378/ENSG00000184347/ENSG00000197702/ENSG00000173706/ENSG00000145147/ENSG00000137834/ENSG00000142871/ENSG00000081479/ENSG00000204217/ENSG00000118257/ENSG00000184058/ENSG00000101384/ENSG00000101665/ENSG00000164683/ENSG00000070614/ENSG00000004399/ENSG00000135766/ENSG00000106799/ENSG00000114251/ENSG00000180340/ENSG00000101144/ENSG00000134250/ENSG00000057657/ENSG00000127418/ENSG00000135679/ENSG00000169946/ENSG00000113971/ENSG00000163513/ENSG00000099250/ENSG00000114315/ENSG00000185008/ENSG00000112655/ENSG00000162496/ENSG00000164442/ENSG00000179588/ENSG00000107882",54,16.7427079900294,"Up",0.0197008391098139
"GO:0090130","BP","GO:0090130","Tissue migration","121/2741","405/20772",5.97808547397338e-19,9.76727195901497e-17,6.50893300998883e-17,"ENSG00000126785/ENSG00000092969/ENSG00000176692/ENSG00000107796/ENSG00000078098/ENSG00000185551/ENSG00000011465/ENSG00000102359/ENSG00000135046/ENSG00000107485/ENSG00000259207/ENSG00000163638/ENSG00000073756/ENSG00000169554/ENSG00000132170/ENSG00000078401/ENSG00000019549/ENSG00000145632/ENSG00000166923/ENSG00000179348/ENSG00000140945/ENSG00000113070/ENSG00000067066/ENSG00000159251/ENSG00000100985/ENSG00000154764/ENSG00000143632/ENSG00000207611/ENSG00000173482/ENSG00000113140/ENSG00000113578/ENSG00000134013/ENSG00000153233/ENSG00000126016/ENSG00000163017/ENSG00000169242/ENSG00000086570/ENSG00000132669/ENSG00000117707/ENSG00000125378/ENSG00000164619/ENSG00000137801/ENSG00000143878/ENSG00000116717/ENSG00000049130/ENSG00000196754/ENSG00000168615/ENSG00000125266/ENSG00000127129/ENSG00000100311/ENSG00000177606/ENSG00000020181/ENSG00000081189/ENSG00000120899/ENSG00000143507/ENSG00000164171/ENSG00000142627/ENSG00000145147/ENSG00000138772/ENSG00000168874/ENSG00000106211/ENSG00000204217/ENSG00000114861/ENSG00000105976/ENSG00000122694/ENSG00000005884/ENSG00000100345/ENSG00000118257/ENSG00000111863/ENSG00000125398/ENSG00000058668/ENSG00000112902/ENSG00000136960/ENSG00000146122/ENSG00000150093/ENSG00000165757/ENSG00000103811/ENSG00000004399/ENSG00000048052/ENSG00000138798/ENSG00000205542/ENSG00000106799/ENSG00000114251/ENSG00000138061/ENSG00000119185/ENSG00000117020/ENSG00000179388/ENSG00000107140/ENSG00000105329/ENSG00000126458/ENSG00000171132/ENSG00000071246/ENSG00000261150/ENSG00000163430/ENSG00000163513/ENSG00000113273/ENSG00000099250/ENSG00000091879/ENSG00000133121/ENSG00000156427/ENSG00000173801/ENSG00000094631/ENSG00000121879/ENSG00000127603/ENSG00000100644/ENSG00000185950/ENSG00000100065/ENSG00000117461/ENSG00000131375/ENSG00000154229/ENSG00000089159/ENSG00000123159/ENSG00000163874/ENSG00000136826/ENSG00000134954/ENSG00000151694/ENSG00000134318/ENSG00000142208/ENSG00000071054/ENSG00000030582/ENSG00000144711",121,16.1864901981988,"Up",0.0441444728201386
