"","baseMean","log2FoldChange","lfcSE","pvalue","padj","hgnc_symbol"
"ENSG00000233825",32.2040443308767,-0.100962032957086,0.249253682911246,0.675338552902312,0.760722830716847,NA
"ENSG00000231245",8.55169882572671,0.105799101339769,0.438316756494337,0.789749105787591,0.849739621701701,NA
"ENSG00000165806",110.9346136725,1.44942812400135,0.280998132900832,8.13966723416436e-08,4.28092286826081e-07,"CASP7"
"ENSG00000198924",203.394329561409,-0.98072414306976,0.303827427353407,0.000685965661757225,0.0019571124529662,"DCLRE1A"
"ENSG00000095627",1.81461358409692,-1.03669401316069,1.40008789713204,0.0809614997114386,0.137890117147905,"TDRD1"
"ENSG00000288844",10.0518111697451,2.70587238482581,0.737259626568071,3.23210684629063e-05,0.000117261178357697,NA
"ENSG00000107816",2039.90950320359,0.306389508080595,0.189924185829527,0.101127623700713,0.166354366471442,"LZTS2"
"ENSG00000165568",15.2691896170882,-3.22016753446368,0.810799407890158,8.11376783047685e-06,3.23112453640322e-05,"AKR1E2"
"ENSG00000187134",21.980636221165,-0.382473169256482,0.471277615348433,0.351693575010185,0.460675273423746,"AKR1C1"
"ENSG00000134461",120.976000164234,-0.284135278232827,0.180553782331806,0.109799845350676,0.178423892862668,"ANKRD16"
"ENSG00000134452",774.260263444342,0.661481727977476,0.123668848536336,6.87487799710646e-08,3.65109681281016e-07,"FBH1"
"ENSG00000232807",145.149679187698,0.312111755727061,0.246987347486441,0.192449782637597,0.283956592432101,NA
"ENSG00000134470",8.67623697610858,-1.95509762454685,0.756603284948184,0.00185857184984473,0.00487709016281881,"IL15RA"
"ENSG00000067064",1060.47414646306,0.700501976553403,0.278549612806511,0.00892997825985587,0.0201275932755444,"IDI1"
"ENSG00000260917",84.9873103670264,1.36512011585624,0.376896843588824,0.000104520926279055,0.000347780303732402,"LOC103344931"
"ENSG00000233547",42.92603711106,-1.41374816920948,0.298383993715713,6.815625925634e-07,3.16322727732898e-06,NA
"ENSG00000177853",464.465752314972,-0.390846115218238,0.228523180884327,0.0785554030331006,0.13444235916744,"ZNF518A"
"ENSG00000095585",22.3073169263948,3.88114578466796,1.12982943783131,3.54155180215944e-05,0.000127335595977201,"BLNK"
"ENSG00000165312",87.8709883772741,0.233967589210216,0.318330036877424,0.441804152145385,0.551408822074174,"OTUD1"
"ENSG00000120549",802.87273864519,2.32261066351132,0.430350412936906,1.05688261449129e-08,6.22989390039426e-08,"KIAA1217"
"ENSG00000223928",0.909884397336809,-1.51029650929888,2.42401505146305,0.0789961704118601,0.135072514988063,NA
"ENSG00000148498",813.500645647372,-0.131533540094989,0.165673462269486,0.419826844433843,0.529482048393068,"PARD3"
"ENSG00000226386",3.69506034182429,0.621696999794512,0.808086760898861,0.255252771714766,0.356803477492185,"PARD3-DT"
