"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","hgnc_symbol"
"ENSG00000273733",1.03104127834292,0.986821245084241,1.82145065204711,0.541777645183615,0.587971693171006,0.68612494734177,NA
"ENSG00000130173",43.659829617668,-0.614001437650606,0.258579088279895,-2.3745208544706,0.0175717435572514,0.0367305395926824,"ANGPTL8"
"ENSG00000105514",95.0308038863887,-0.998939201850712,0.272959442177338,-3.65966164746818,0.000252548491126407,0.000782105012329669,"RAB3D"
"ENSG00000267576",41.7701475723009,-0.481666280226154,0.523731519911137,-0.919681672601795,0.357739132763849,0.466692454523605,NA
"ENSG00000105246",25.1809263757443,1.62018308611292,0.567614043561849,2.85437456047787,0.00431216571928919,0.0104554371645586,"EBI3"
"ENSG00000280247",27.3341197779905,-0.746565650469495,0.3424033585717,-2.18036894726651,0.0292301240290768,0.0572046434513174,NA
"ENSG00000089847",186.803880368577,-4.81631043778182,0.336874076360579,-14.297064617779,2.28235214525457e-46,1.94372865703707e-44,"ANKRD24"
"ENSG00000288920",1566.70606170495,-1.18790688817955,0.212666818473916,-5.58576507940402,2.32673585455277e-08,1.31528712298579e-07,"RPSA2"
"ENSG00000130309",1485.39240405444,0.859546508367931,0.210121671235565,4.09070850861595,4.30057372541354e-05,0.000152917111862842,"COLGALT1"
"ENSG00000274447",2.87374240262287,-0.500879934446261,1.35087093352707,-0.370782968242928,0.710799187947427,0.790046354939433,NA
"ENSG00000105426",2226.90956202976,-0.278052273633732,0.151922282565694,-1.83022706701038,0.067215991989689,0.117797495040437,"PTPRS"
"ENSG00000125650",33.5777687168148,0.36303657133348,0.330128591525245,1.09968230760079,0.271470566041076,0.374405808195177,"PSPN"
"ENSG00000088247",5391.13941886793,-0.800554381077845,0.14070575678918,-5.6895638056751,1.27364293276011e-08,7.42032971780204e-08,"KHSRP"
"ENSG00000105520",386.029982028832,1.41190392280262,0.172717233851327,8.17465571512085,2.96711900612546e-16,3.87196401099797e-15,"PLPPR2"
"ENSG00000130726",10037.7246245841,-1.15108333709296,0.120108623465466,-9.58368603253474,9.36419452823025e-22,1.94757309980591e-20,"TRIM28"
"ENSG00000130725",1660.44858510265,0.140559080594966,0.127659546653802,1.10104637122162,0.270876475755265,0.373790890028181,"UBE2M"
"ENSG00000130724",1062.36280015405,0.0454700442046256,0.170997797488986,0.265910116225646,0.790308433882187,0.850032514217252,"CHMP2A"
"ENSG00000167676",33.8582166031739,-0.984078797578111,0.433703079208158,-2.2690150122402,0.0232674129637589,0.0469019787929731,"PLIN4"
"ENSG00000063169",402.654739239942,-0.38411667123375,0.187185805476001,-2.05206089349011,0.040163744877352,0.0756383123181011,"BICRA"
"ENSG00000126243",234.23824170815,0.168519657020238,0.225725223858056,0.746569896531412,0.455323225375317,0.563799451358013,"LRFN3"
"ENSG00000267786",1.87356653147928,2.34928472576323,1.31006363965073,1.79326000253665,0.0729313597385298,0.126335498191045,NA
"ENSG00000205138",137.657160999589,-0.144833235537808,0.207114819811685,-0.699289580868692,0.484371077078456,0.591698789137231,"SDHAF1"
"ENSG00000181392",95.1570964787326,-2.60064164128717,0.705341675986684,-3.68706646697036,0.000226854119052296,0.000708086997544955,"SYNE4"
"ENSG00000028277",62.0074884440509,-2.03880444854354,0.30616048769852,-6.65926705261582,2.75196501892573e-11,2.19718775714475e-10,"POU2F2"
"ENSG00000239382",33.1673751939711,0.287155822927541,0.392524752665046,0.731561056921628,0.464436524906434,0.572607623734661,"ALKBH6"
"ENSG00000130159",402.019923902541,-1.29898992617765,0.17725741031082,-7.32826866814692,2.33144971892594e-13,2.30579050000797e-12,"ECSIT"
"ENSG00000077348",361.392830502593,-2.41845202297419,0.226407680476913,-10.6818462071599,1.23785035041194e-26,3.62046915058756e-25,"EXOSC5"
"ENSG00000142459",565.641143048649,0.235428900484567,0.166452829717947,1.41438809351274,0.157247984062623,0.240853559696247,"EVI5L"
"ENSG00000066044",1462.58124715768,-0.317921871548062,0.163106798137958,-1.94916383116759,0.0512758627986968,0.0933330295825968,"ELAVL1"
